NAME_DE,NK_Codetable,NK_DangerSymbol,NK_Product,SHORT_NAME
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,085C90C6-35F4-4F6D-A530-7C6B46268421,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,086AE789-E56A-48F4-9D36-390A768AF93F,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,087B11C3-5BC4-4ACB-876C-3AAEC6B321C1,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,088FA484-0A20-4FBC-B8EE-BFD3C33E1867,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0913DF1B-5E55-4897-B565-3265A920CA1C,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,092BB820-C1E0-4D17-AD91-AB76235F0FB7,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0943E71F-A131-4DBA-AD5B-9B98C621A321,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,095B6DD7-E5EB-47DC-AB78-AB5CB36AB82E,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0A7AFBDA-D936-4769-BC2D-3E5E5BE86008,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0A8E4A58-2761-442E-BC6B-C84AF4DBC6D6,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0AD9FB1C-EBBF-42EC-8F64-1AC44642A13B,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0AE16714-223B-4341-94E9-3E4C60964B8A,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0AEF6CFA-AE0A-4939-9E58-AE1A985BA27B,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0B073948-3AD7-4EBC-90D7-09D23178AD6E,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0B107F3A-C90F-4A6C-85CB-7748E735869C,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0B85828D-F36D-43DB-AC74-9EA7E5DFA95C,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0B8A9253-4ACB-4996-B1ED-56A79D893B04,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0B94A940-D6EC-4D41-83AB-30A92C61A9D3,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0C028C1C-FC28-42AA-B06D-E636ED2AABFC,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0C97247A-5365-4B6B-BCD9-E0183F2924D7,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0CCA38BC-B0DC-4ECB-9995-682C1C4AEECC,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0CEF1E11-4F49-4860-B006-AFED5AD5D414,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0D24140B-3E0E-4AD0-9477-5A7EE2D09F52,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0D2B194C-72EB-4181-B7EA-E1D2B7523F11,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0D4856E6-4BF5-4714-AB6B-AFDC1EC4680E,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0E49C80D-1EA3-4EF9-BEFB-553F15F522C5,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0E4C7139-8C38-42A8-B9BF-6E39CC71E2F7,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0EB8DE7D-33D2-4A89-9FBD-D0709E3EBB0C,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0F4D062C-71AA-4127-93E2-5960BE8D5CBC,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,0FEEEDD8-8684-4CBF-BA78-09E395FC92B9,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,10645A4A-908F-40E6-BEA1-26D35A370235,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,108064DD-37CF-4D3A-A6E7-DD9039EC0FB3,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,1097C776-B7FC-4755-AA8F-3249427499A2,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,10B5EC4E-2966-4BA3-9F10-DB7185599A19,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,10E03CA6-2EA9-4860-8E91-98C5AA7440E0,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,10F9EE3B-FEDB-484A-8354-5B8AFE782B9F,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,11170E95-AFE8-47D4-9A07-359172391011,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,111D1FE6-4B79-4F5B-B355-982B1F78BAE0,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,11DA1377-7586-4649-BE15-70E33B14CA85,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,11E3B0FE-801D-4A8C-822A-C8ED68CCF555,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,123259B9-93EF-49C3-8F36-2DFAFF7F5F66,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,1285AEB1-8ACB-4EEB-AFC0-39678641CF12,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,12D35973-311E-48EA-BBAB-B1A5EC0C1FA4,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,13313B15-D5D9-42AB-B9A8-1888BB7E0CA8,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,1343F2D4-2E4B-4993-9564-26A961A9CEA3,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,13C07C2C-B36D-4C47-8135-CAC1F8A4341C,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,13CD442E-0555-4450-A379-D40E760890D7,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,14316695-B18B-4B3F-BAB7-0C988C85672D,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,147A53F7-EEC1-4AC6-8D2A-3735D52D5BEB,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,14D3EAD0-6381-4206-89B7-0D85B1A02691,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,151FA6B1-77D7-44CC-B51F-03738FA0F672,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,157AA0E2-523D-4E6B-8BD9-407C7326D6EB,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,15CE96BF-04F6-4624-AD8C-508E12B92233,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,169AFE3A-6E86-465A-9767-5B01DEDC61CE,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,16AEB9F0-571E-45FF-82C4-619D88727204,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,16C35AB5-1239-4B9D-A86C-2E4079F9DD6D,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,170334B7-CEBE-4DBD-BCFA-EC88FBD2B64E,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,17E3CEDF-B08C-4DCD-9794-1B2CD7ABE6AA,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,186D90CE-C2FF-4CB3-8EEE-3191F05A07D6,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,18CA0130-308C-441C-9E72-9C5C71CA5629,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,18EA3188-796D-4CD2-A109-EB30E702C461,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,194D7B96-375C-46FE-B29D-CBDB1C103132,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,196EA0CB-64DF-4041-B0C0-BA6886761921,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,1A421BAF-17E4-4386-A661-4679A4D59DC6,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,1AC55C5A-5941-420B-A062-8D5E04D581E4,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,1B6DAE32-033E-442A-89FA-DD19D227A98B,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,1D16A666-F3ED-44BE-A098-7A15F95B830F,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,1D35DF86-F329-44F0-A8CB-2E9E16D225CF,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,1E079B09-9E5E-4301-AD88-BE14D9A778A1,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,1EC060D5-9022-4553-B6C0-987525CFC0D9,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,1F1AD70C-F1F3-479A-BE38-5D01B282F072,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,1FF25EBB-05D0-4EC9-AA15-F30B61BCDD03,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,2020B3E4-9D04-4F9A-A1DD-A07D10AA0D1C,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,20D71522-02B0-4EA6-9C2C-452D79FF3E86,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,21080757-CAF2-45B2-9487-9630232E3E0F,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,21221AEF-1464-46C6-A3EA-C91DA8D7CD23,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,21BBB173-B72A-4DBE-BCC1-F30709C26A63,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,21CCAA19-F217-4E38-8594-BF58502B9B9B,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,21FEDC62-A6AD-4C54-BC09-E6541DDA56E2,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,22744D79-D665-4864-A40B-4097AB48BDFF,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,2311f92f-4642-480a-8a17-3b0d9b6b12bb,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,2315FE39-C5A6-488F-AF6C-9EAF36BD40F5,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,23741490-0F6F-4335-A986-ACA003E5F1F6,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,23C5CCB9-3863-42DB-9688-17565978C5C7,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,246ECF14-69D0-45A8-90F0-062EDE32F422,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,24DF9479-2B7A-4BBB-9DC3-54B2E83E93E9,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,2540EA5E-0BEB-41FC-9791-88BDA40AA44E,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,280A1463-BF6F-4BB0-B24A-10463ACCA691,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,2919A58F-3AE2-494E-BB46-E96E50068E69,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,29DC0510-4EA9-417E-B51C-4F3C27E7CEEC,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,29FD0AC8-7C9B-4582-A96E-B69FCC646C06,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,2A5BDD33-B856-4992-8ACC-50A91E668653,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,2A86EDC4-8624-4B36-9DAA-103D11693473,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,2B8061E2-0A6F-41CC-9D11-70947F721DBF,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,2B8E577C-3971-47B2-A522-59AC8A921A62,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,2BA673ED-AAB2-495A-89AB-C8E96386832B,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,2CA7C614-60D8-4411-866F-C7EF1DB9B415,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,2D057992-A6BA-4667-A113-B1262E4DFF04,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,2D7A6BD1-A7A5-43EC-B813-87E3686A4881,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,2D9FDAB8-C44A-4975-9647-5DB7221AD19E,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,2E64A6A5-A9FC-4D24-8C7E-EEDC3CBB9DA0,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,2EC2CCCB-0D6C-452D-851C-C74AC17A5C65,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,2F12CDBF-B34F-44FB-AE61-2FD50E8EACCE,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,2FE88048-63B9-478E-BAA6-2FDDEF10BD1C,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,309B0A65-5D33-409F-B9E7-D41BCF72F705,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,31C421DA-278D-4C74-9D5E-10062E3609FB,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,32E9006A-4B12-4D8E-A818-5D98E2FE8B1E,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,33779B93-9827-4C3F-AD1F-9A088B6A4AB4,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,3377F108-7A93-4CBF-AE3B-A1B0F79C010E,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,33B97941-A41D-4419-87A7-1294011F2114,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,34704FBE-690E-469E-8DD5-A26BCFEB923C,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,34B860CC-C164-4637-B8D7-516121CD878C,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,34BAF11B-7639-4987-B610-A2E77C83BBA7,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,3559DAFF-6B3A-4C75-A12E-F921BB6A3412,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,358843AB-95AD-4724-ADB8-5575AF528BA6,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,35B1B86F-1BA1-4075-9984-BD10C53249B2,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,35FC8D7C-D06B-4718-B7DC-B62D0EDF0B8D,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,360D52B2-748E-4895-ADF6-27C2D0855B42,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,363E776A-D53C-4299-BBC7-D33BC783376F,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,366EB4D2-D57F-49F4-A3EA-15534EA0772A,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,37498683-1BE3-4463-A29E-0CC90F8721F5,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,376DC038-BE5E-45A1-85F9-C577A7E8E719,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,381F6F98-ADEF-4933-89AE-708B48B8F4D9,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,387CC896-7E5F-41A5-B3AC-BE5227DCDBF0,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,395824C9-2C4B-40FB-81D9-4EB5F4126CE8,GHS09
Gewässergefährdend,165AAA1A-0C69-4230-9119-BE53811B329C,603A9A14-9F11-4FE0-ABFF-07DAD32F361D,39ADD145-1AD7-45D1-AA8E-A2FAFA08E722,GHS09
