dosageFrom,dosageTo,expenditureFrom,expenditureTo,NK_ApplicationArea,NK_Indication,NK_Measure,NK_TimeMeasure,serialNumber,waitingPeriod
NULL,NULL,13.000000,NULL,18C98256-F447-45D8-B653-2DC827F7E15A,30C3716A-8E93-4553-A7E9-942D4EDFAFBF,D5D99884-90E1-4358-A404-844A64EA9965,NULL,26,NULL
NULL,NULL,13.000000,NULL,18C98256-F447-45D8-B653-2DC827F7E15A,410F1AB8-914C-4A7A-B779-D522C3F3BE88,D5D99884-90E1-4358-A404-844A64EA9965,NULL,28,NULL
NULL,NULL,13.000000,NULL,167CF608-6733-4802-B1A1-2B4DFA3FF980,56FBE5CD-80B2-4F6F-8E97-60E8FBEBB00E,D5D99884-90E1-4358-A404-844A64EA9965,NULL,23,NULL
NULL,NULL,13.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,8A84566D-022B-4496-9E05-B008AE64F333,D5D99884-90E1-4358-A404-844A64EA9965,NULL,29,NULL
NULL,NULL,13.000000,NULL,85575C30-3421-425D-BE97-53343516987F,8E2DD7D3-6E73-4FD9-BF06-4606AFB55187,D5D99884-90E1-4358-A404-844A64EA9965,NULL,31,NULL
NULL,NULL,13.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,CFC9B88A-67FE-4310-B027-A91000173BD5,D5D99884-90E1-4358-A404-844A64EA9965,NULL,25,NULL
NULL,NULL,9.000000,NULL,167CF608-6733-4802-B1A1-2B4DFA3FF980,E550C681-446E-4EA5-953C-AE101B0D5B41,D5D99884-90E1-4358-A404-844A64EA9965,NULL,27,NULL
NULL,NULL,13.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,E7DC26C4-0FD8-4602-9304-E16D240741A7,D5D99884-90E1-4358-A404-844A64EA9965,NULL,32,NULL
NULL,NULL,13.000000,NULL,18C98256-F447-45D8-B653-2DC827F7E15A,EC6D0E03-7DED-4A79-9306-24FD0845092E,D5D99884-90E1-4358-A404-844A64EA9965,NULL,30,NULL
NULL,NULL,13.000000,NULL,167CF608-6733-4802-B1A1-2B4DFA3FF980,F9F2F7ED-DFA7-40AB-8204-B647A54ABE29,D5D99884-90E1-4358-A404-844A64EA9965,NULL,24,NULL
NULL,NULL,1.100000,2.200000,85575C30-3421-425D-BE97-53343516987F,F789217A-183F-485E-A686-C255FA20E0FA,BF45D8F6-A560-441D-8BB4-E266EB9790AD,NULL,2,NULL
NULL,NULL,2.000000,NULL,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,57E6F89F-EF9F-4496-965F-8480114DF0EE,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,5,NULL
2.000000,NULL,75.000000,NULL,167CF608-6733-4802-B1A1-2B4DFA3FF980,B9C4FB2F-365B-4547-AB9C-26C6AA02E613,AFD5C973-E911-4CCE-B2F2-FC5C7D617B5D,NULL,3,NULL
0.200000,NULL,75.000000,NULL,167CF608-6733-4802-B1A1-2B4DFA3FF980,E629516E-5060-4D81-B2D4-FDB2D1D9991A,AFD5C973-E911-4CCE-B2F2-FC5C7D617B5D,NULL,4,NULL
NULL,NULL,1.000000,NULL,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,64B8EF43-1BE3-42BD-B4B4-9F74AA948067,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,6,NULL
NULL,NULL,1.000000,NULL,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,A8C1458F-9C40-4C17-8FCC-A181D73F39C3,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,7,NULL
NULL,NULL,1.250000,NULL,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,E26694AC-BF12-495F-95CC-7918312E2A0C,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,8,NULL
NULL,NULL,4.000000,NULL,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,01FB4705-CDD6-4398-81D7-526EAC24D0AF,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,4,NULL
10.000000,30.000000,NULL,NULL,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,4D92F702-2A38-455A-AC21-A2DFD91A9173,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,5884D715-A236-4FAB-B563-6755592E3583,6,3
0.500000,1.000000,NULL,NULL,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,71E3DB72-CD7F-4382-AEDC-2F07B689A963,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,5884D715-A236-4FAB-B563-6755592E3583,5,3
NULL,NULL,NULL,NULL,167CF608-6733-4802-B1A1-2B4DFA3FF980,01CDED89-D1E6-4A2D-AC45-85F237389459,NULL,NULL,6,NULL
NULL,NULL,NULL,NULL,167CF608-6733-4802-B1A1-2B4DFA3FF980,2E6002D2-1BAC-4DCC-88DF-22AA51861C93,NULL,NULL,7,NULL
NULL,NULL,NULL,NULL,85575C30-3421-425D-BE97-53343516987F,4D4D38E7-673F-41FE-9BAB-74BA2528F115,NULL,NULL,5,NULL
NULL,NULL,NULL,NULL,85575C30-3421-425D-BE97-53343516987F,4FFFEF95-41C3-4ABA-9F23-47B431139E51,NULL,NULL,8,NULL
NULL,NULL,NULL,NULL,85575C30-3421-425D-BE97-53343516987F,5FCEAEE6-CBF1-4C95-A2E3-C3710A4CAA5F,NULL,NULL,3,NULL
NULL,NULL,NULL,NULL,167CF608-6733-4802-B1A1-2B4DFA3FF980,791EF894-A876-46C1-9C28-B39661F67961,NULL,NULL,2,NULL
NULL,NULL,NULL,NULL,18C98256-F447-45D8-B653-2DC827F7E15A,E53C4DFA-73D0-46C1-9132-9A61777A703E,NULL,NULL,1,NULL
NULL,NULL,NULL,NULL,167CF608-6733-4802-B1A1-2B4DFA3FF980,EF1D771B-03E7-4B95-BCBF-6ED79761375E,NULL,NULL,4,NULL
NULL,NULL,0.150000,NULL,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,140C8943-2175-43A5-AF6A-8CBC4B1B10B7,BF45D8F6-A560-441D-8BB4-E266EB9790AD,5884D715-A236-4FAB-B563-6755592E3583,58,3
NULL,NULL,0.250000,NULL,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,26D5FAF7-6AF2-405F-B249-B60790A61274,BF45D8F6-A560-441D-8BB4-E266EB9790AD,5884D715-A236-4FAB-B563-6755592E3583,48,4
NULL,NULL,0.500000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,2CABACC7-FCFA-4DB7-9326-11C1E2E58CFF,BF45D8F6-A560-441D-8BB4-E266EB9790AD,5884D715-A236-4FAB-B563-6755592E3583,63,1
NULL,NULL,0.500000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,32773176-458F-481A-A006-6BFC5A53B40E,BF45D8F6-A560-441D-8BB4-E266EB9790AD,5884D715-A236-4FAB-B563-6755592E3583,61,2
NULL,NULL,0.150000,NULL,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,37740F56-45BD-4A25-AC5D-49FA0BD0EE32,BF45D8F6-A560-441D-8BB4-E266EB9790AD,NULL,56,NULL
NULL,NULL,0.250000,NULL,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,42705AF7-0FF4-4C55-8F48-7144A5D9A05E,BF45D8F6-A560-441D-8BB4-E266EB9790AD,5884D715-A236-4FAB-B563-6755592E3583,55,6
0.040000,NULL,0.640000,NULL,85575C30-3421-425D-BE97-53343516987F,44C42F98-080E-48DD-8312-A0EAE0EFBA73,BF45D8F6-A560-441D-8BB4-E266EB9790AD,5884D715-A236-4FAB-B563-6755592E3583,49,3
NULL,NULL,0.500000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,4771B709-3A83-4F18-8CC0-1B667F496853,BF45D8F6-A560-441D-8BB4-E266EB9790AD,5884D715-A236-4FAB-B563-6755592E3583,57,2
0.050000,NULL,NULL,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,4AAD1E50-EB10-4B7B-A479-129802D72457,NULL,5884D715-A236-4FAB-B563-6755592E3583,59,1
NULL,NULL,0.500000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,859A3038-5EAF-43A4-B1C4-2FA7D3EF71F4,BF45D8F6-A560-441D-8BB4-E266EB9790AD,5884D715-A236-4FAB-B563-6755592E3583,52,NULL
0.050000,NULL,NULL,NULL,167CF608-6733-4802-B1A1-2B4DFA3FF980,860CB516-1989-4F18-A096-624926996609,NULL,NULL,60,NULL
NULL,NULL,0.150000,NULL,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,9539AE4E-E9B4-4701-B81B-A56269140E5A,BF45D8F6-A560-441D-8BB4-E266EB9790AD,5884D715-A236-4FAB-B563-6755592E3583,53,4
0.040000,NULL,0.640000,NULL,85575C30-3421-425D-BE97-53343516987F,ADF68180-5C96-4A93-9304-8BEBD9A766FF,BF45D8F6-A560-441D-8BB4-E266EB9790AD,5884D715-A236-4FAB-B563-6755592E3583,54,3
0.100000,NULL,5.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,B7F1F572-C73A-43EE-9B81-98AEFC4908F7,562D5861-5544-421C-92C6-5F73E11A06A2,5884D715-A236-4FAB-B563-6755592E3583,46,6
NULL,NULL,0.500000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,BA168475-4FE5-4C49-B578-F11198F66406,BF45D8F6-A560-441D-8BB4-E266EB9790AD,5884D715-A236-4FAB-B563-6755592E3583,51,1
0.020000,0.040000,0.320000,0.640000,85575C30-3421-425D-BE97-53343516987F,BDDAF081-332F-4651-B690-FC44964544DA,BF45D8F6-A560-441D-8BB4-E266EB9790AD,5884D715-A236-4FAB-B563-6755592E3583,50,3
NULL,NULL,0.150000,NULL,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,F14A3AAC-9267-4F51-9F9A-8387C74BF6A5,BF45D8F6-A560-441D-8BB4-E266EB9790AD,5884D715-A236-4FAB-B563-6755592E3583,47,2
0.400000,0.600000,6.000000,10.000000,85575C30-3421-425D-BE97-53343516987F,55FFA74D-3B33-4C50-B011-1246C2A5CA2B,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,5884D715-A236-4FAB-B563-6755592E3583,1,1
NULL,NULL,4.000000,NULL,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,09AF8356-538A-4083-B216-22C923E6BA6C,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,6,NULL
NULL,NULL,3.000000,5.000000,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,2A92B11A-A418-49A3-A3C8-E92AFC718186,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,4,NULL
NULL,NULL,4.000000,NULL,167CF608-6733-4802-B1A1-2B4DFA3FF980,2FC1CDA4-6259-4C78-AE66-E61099F809FD,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,8,NULL
NULL,NULL,3.000000,4.000000,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,42AEB4E5-D171-4053-B3F1-D0186AD61A4F,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,17,NULL
NULL,NULL,4.000000,5.000000,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,497C629B-1303-4BCA-BA0C-7FCC8EF39A61,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,5,NULL
NULL,NULL,3.000000,5.000000,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,49F745DF-C0AA-45D8-8CEA-DA88A85E98E7,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,9,NULL
NULL,NULL,5.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,4B771DBB-78D0-456F-9568-121C78250DA8,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,2,NULL
NULL,NULL,2.500000,NULL,167CF608-6733-4802-B1A1-2B4DFA3FF980,4C47657A-5C9D-4C2F-8D83-5C03FD07B288,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,3,NULL
NULL,NULL,2.500000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,4E493ECF-2645-4A67-8575-0A3DBD595E6A,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,10,NULL
NULL,NULL,1.000000,NULL,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,509CB86F-2F83-42DD-91EC-F79B0B759014,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,1,NULL
NULL,NULL,2.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,55337955-C363-4AD5-B9DE-9A4287E925B0,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,13,NULL
NULL,NULL,4.000000,NULL,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,8F042457-5B30-4D4C-9397-22B54A39AE22,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,16,NULL
NULL,NULL,4.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,A2C801DF-5200-40DA-A031-426C916D469E,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,19,NULL
NULL,NULL,1.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,AE603A94-A3A9-42DE-9BE7-FC051D710067,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,14,NULL
NULL,NULL,4.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,BB987266-7CEB-4500-910B-E092D1516122,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,12,NULL
NULL,NULL,3.000000,4.000000,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,BF9C2131-D75B-4A33-B39C-FE5844FE658B,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,20,NULL
NULL,NULL,2.500000,3.000000,4B077AA2-A7D9-4389-9EEE-97387CE6612D,C8550701-E9E3-4845-83C0-60A3B126C71B,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,7,NULL
NULL,NULL,4.000000,5.000000,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,CA9C45AC-3E0E-4098-B903-2797AC2A6267,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,15,NULL
NULL,NULL,3.500000,4.000000,4B077AA2-A7D9-4389-9EEE-97387CE6612D,F02ADE59-BF00-46B4-9B94-BAB69351A5DE,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,18,NULL
NULL,NULL,1000.000000,NULL,85575C30-3421-425D-BE97-53343516987F,625FF70A-07C0-4124-9473-42572813A6C9,A6FB1C71-164E-4AD8-ADE5-E3E0F02F96E1,NULL,1,NULL
NULL,NULL,70000.000000,NULL,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,5A9665E4-48B6-43CA-9C4E-A26DC445277C,C9C687B0-B358-4877-B0B5-13955E7CC6C5,NULL,3,NULL
NULL,NULL,0.200000,0.350000,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,74049B78-71B4-4749-86E7-F86ADBFF89A4,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,4,0
NULL,NULL,0.250000,0.350000,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,E17F1663-F24E-408F-B6DE-41B1FE45B42B,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,3,0
NULL,NULL,NULL,500.000000,46763FF9-FEC9-42C2-8D65-0757802CA9A4,EDE14649-89EA-4734-B00E-CA45C16BC655,E2C91BF5-57B7-42D8-A0EE-EA7F6C2DCE5B,NULL,3,NULL
0.060000,NULL,NULL,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,19834B8D-2DB9-45C0-AF74-E2EB1BF0A875,NULL,E1C965B2-857F-42D8-8D35-E46B5EBC7E61,6,3
NULL,NULL,0.600000,NULL,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,6159BAAB-9FFE-4851-92DC-8D6271B0836E,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,5884D715-A236-4FAB-B563-6755592E3583,5,2
NULL,NULL,0.600000,NULL,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,E1774E3B-6921-43FC-98E3-9206ED693A51,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,E1C965B2-857F-42D8-8D35-E46B5EBC7E61,7,7
0.600000,1.000000,NULL,NULL,167CF608-6733-4802-B1A1-2B4DFA3FF980,0CC9078F-02DB-4425-A286-17C654EBB49D,NULL,NULL,17,NULL
0.400000,NULL,2.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,1213BA80-165E-4DA9-B758-1899AC1421AF,CCCB42B3-70C0-46C9-9ECC-0E908B9ED2F1,E1C965B2-857F-42D8-8D35-E46B5EBC7E61,18,3
0.400000,NULL,7.000000,NULL,85575C30-3421-425D-BE97-53343516987F,3CC6C05C-8202-42D8-8580-974F86AC6D98,215A21F7-99D4-4B6F-951D-E459B5041A62,5884D715-A236-4FAB-B563-6755592E3583,14,3
NULL,NULL,1.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,5BB9FE83-4171-488A-9B23-FF76BE0EDF6F,CCCB42B3-70C0-46C9-9ECC-0E908B9ED2F1,E1C965B2-857F-42D8-8D35-E46B5EBC7E61,16,3
NULL,NULL,2.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,7A2AA748-AAD1-4916-AF06-A86589ABF253,CCCB42B3-70C0-46C9-9ECC-0E908B9ED2F1,E1C965B2-857F-42D8-8D35-E46B5EBC7E61,21,3
0.012500,NULL,NULL,NULL,46763FF9-FEC9-42C2-8D65-0757802CA9A4,4D8ADDDE-8901-4417-85CA-CD761E4CC3BA,NULL,NULL,15,NULL
0.400000,NULL,NULL,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,88CB8072-08F6-43AF-9B15-75C416218EF8,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,E1C965B2-857F-42D8-8D35-E46B5EBC7E61,19,3
NULL,NULL,1.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,98A54107-17E3-49F5-BEDE-178A9965CA7C,CCCB42B3-70C0-46C9-9ECC-0E908B9ED2F1,E1C965B2-857F-42D8-8D35-E46B5EBC7E61,15,3
NULL,NULL,2.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,DBADFFC2-F8B0-4970-9BA4-2B4DFD191304,CCCB42B3-70C0-46C9-9ECC-0E908B9ED2F1,E1C965B2-857F-42D8-8D35-E46B5EBC7E61,20,3
NULL,NULL,5.000000,6.250000,167CF608-6733-4802-B1A1-2B4DFA3FF980,1B81780D-F1FB-4CFB-80B7-29E138C101C5,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,32,0
NULL,NULL,1.250000,1.875000,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,390F8C94-F02D-425D-AEB2-1D9822D25843,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,28,0
NULL,NULL,3.750000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,4B79463A-C69A-4CF8-93C3-8B27986B5FA0,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,E1C965B2-857F-42D8-8D35-E46B5EBC7E61,36,100
NULL,NULL,5.000000,6.250000,85575C30-3421-425D-BE97-53343516987F,543630D5-7BD9-4F2D-9DA4-73A5615A3DB2,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,20,0
NULL,NULL,2.500000,4.000000,85575C30-3421-425D-BE97-53343516987F,7034A5B1-B34D-4688-A097-18BFDEC63C9E,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,19,0
NULL,NULL,5.000000,6.250000,46763FF9-FEC9-42C2-8D65-0757802CA9A4,7223BA33-862C-455A-8E62-6F024AB7B5A4,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,29,0
NULL,NULL,3.750000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,85C4DF24-8D1F-478C-B6EC-9FB97D2E1FD5,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,35,0
NULL,NULL,2.500000,4.000000,18C98256-F447-45D8-B653-2DC827F7E15A,9B619C01-42F9-4BB5-8AC3-C8E3B45A7FC9,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,21,0
NULL,NULL,5.000000,6.250000,18C98256-F447-45D8-B653-2DC827F7E15A,9D4C7E5D-E8D0-4E02-81A5-FC6720A0D93D,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,22,0
NULL,NULL,2.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,AA0FF119-9D1A-42DC-9BFA-373F21E728A1,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,E1C965B2-857F-42D8-8D35-E46B5EBC7E61,34,45
NULL,NULL,2.500000,3.750000,4B077AA2-A7D9-4389-9EEE-97387CE6612D,BC8405AB-6DB2-43CC-A044-7327B88FEF26,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,24,0
NULL,NULL,3.750000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,BF052E26-A7D0-4AE6-B9AB-0AA5CB88BDCD,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,E1C965B2-857F-42D8-8D35-E46B5EBC7E61,33,100
NULL,NULL,2.500000,3.750000,4B077AA2-A7D9-4389-9EEE-97387CE6612D,C84F9F94-2235-4C69-B77E-FF7CFE69CB98,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,37,0
NULL,NULL,2.500000,4.000000,46763FF9-FEC9-42C2-8D65-0757802CA9A4,D92621D1-1AF5-4182-B58E-144DDEABBE67,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,30,0
NULL,NULL,2.500000,4.000000,167CF608-6733-4802-B1A1-2B4DFA3FF980,E53BECEC-78DB-483D-8412-971124F3C4DB,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,31,0
NULL,NULL,1.250000,NULL,18C98256-F447-45D8-B653-2DC827F7E15A,EDB3B0AA-C13E-4072-B4CF-57548B97B022,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,23,0
NULL,NULL,1.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,0F44ADAD-8904-45F9-ACF6-65BEE5676F5F,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,E1C965B2-857F-42D8-8D35-E46B5EBC7E61,23,7
NULL,NULL,1.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,26A02F37-C316-4FEE-A0CA-3B16D13E67E8,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,5884D715-A236-4FAB-B563-6755592E3583,13,2
NULL,NULL,1.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,289E6993-88DA-44B3-822C-37397F150FB0,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,5884D715-A236-4FAB-B563-6755592E3583,30,3
NULL,NULL,1.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,2D980446-6A2D-4655-95DC-14A38359A108,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,5884D715-A236-4FAB-B563-6755592E3583,3,2
NULL,NULL,1.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,44005FD4-2480-4235-877E-73AAE1A96EBC,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,5884D715-A236-4FAB-B563-6755592E3583,17,2
NULL,NULL,1.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,577D4CEF-1F14-4D5C-9EED-751AF39E4382,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,5884D715-A236-4FAB-B563-6755592E3583,20,2
NULL,NULL,1.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,65E826D7-5BFE-41C2-9FCC-84B8FC41F3D2,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,5884D715-A236-4FAB-B563-6755592E3583,27,2
NULL,NULL,1.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,6B9B20F5-B847-43B3-82CB-AFDF1F45583B,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,5884D715-A236-4FAB-B563-6755592E3583,24,3
0.100000,NULL,1.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,6E3D152F-7742-4E33-8D3D-AB0BE974B4A3,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,E1C965B2-857F-42D8-8D35-E46B5EBC7E61,7,3
0.100000,NULL,NULL,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,6EFC1449-A633-4F02-9F05-3002A85D4F3E,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,E1C965B2-857F-42D8-8D35-E46B5EBC7E61,14,3
NULL,NULL,1.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,7643533A-2E30-43B3-A8F6-D9A1DC8C4A21,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,E1C965B2-857F-42D8-8D35-E46B5EBC7E61,10,3
NULL,NULL,1.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,79300A42-1BEE-4181-AB8B-EA6843DA981A,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,5884D715-A236-4FAB-B563-6755592E3583,21,3
NULL,NULL,1.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,7CDCB3B4-0451-4F18-BCAB-6C60089C7458,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,5884D715-A236-4FAB-B563-6755592E3583,16,2
NULL,NULL,1.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,7DD2A2CD-3793-4F98-B1B8-0CD84A945198,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,5884D715-A236-4FAB-B563-6755592E3583,11,2
0.100000,NULL,NULL,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,81F0891E-6F0D-4F0A-93AC-11E5D2440C87,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,E1C965B2-857F-42D8-8D35-E46B5EBC7E61,19,3
NULL,NULL,1.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,8650AE91-587A-4A7D-B5C0-B1B2A39F9A72,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,E1C965B2-857F-42D8-8D35-E46B5EBC7E61,25,7
0.100000,NULL,NULL,NULL,167CF608-6733-4802-B1A1-2B4DFA3FF980,92FF1E31-63B7-4DCF-9897-3CC772967E51,NULL,NULL,12,NULL
NULL,NULL,0.400000,NULL,36FDEB64-A857-41EC-BC15-3D6A3F3B9C3E,1023B6D0-5BCE-423A-A0DC-705CED555C36,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,NULL,22,NULL
NULL,NULL,1.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,9E7763A6-102F-4EF5-B76A-3F870AD075D8,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,5884D715-A236-4FAB-B563-6755592E3583,2,2
NULL,NULL,1.000000,NULL,4B077AA2-A7D9-4389-9EEE-97387CE6612D,AFA028F3-E4C3-4746-BE7D-17E50E21EA0C,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12,5884D715-A236-4FAB-B563-6755592E3583,4,2
