ActiveSubstance_ID,CoFormulant_ID,FK_ACTIVE_SUBSTANCE,FK_CO_FORMULANT,inGrammPerLitre,inGrammPerLitreRound,inPercent,InPercentRound,IUPAC_NAME,NK_Codetable_AdditionalText,NK_CodeTable_Substance,NK_Product,NK_Substance,PUBLIC_NAME_DE,RELEVANT_CO_FORMULANT
2D164070-8DEB-4592-A464-4BA5FE959F0F,NULL,2D164070-8DEB-4592-A464-4BA5FE959F0F,NULL,237.5900,237.59,24.2612,24.26,Nonansäure,2856F90C-0291-49DE-90DB-EE9E9F351978,0B26FA4D-F418-468D-895E-8C368A55B504,00CAE2E6-762B-492B-B54C-5384776F29EB,2D164070-8DEB-4592-A464-4BA5FE959F0F,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1961,0131949D-2AA1-48B4-8003-E8A3846A7460,1961,CALCIUMFORMIAT,NULL
593BC619-514C-4D59-9E1F-9FDBC33B2F98,NULL,593BC619-514C-4D59-9E1F-9FDBC33B2F98,NULL,NULL,NULL,15.0000,15.00,4-amino-4,5-dihydro-3-methyl-6-phenyl-1,2,4-triazin-5-one,1FE41122-9699-449A-B8AA-DDD79533E329,7BF196DB-35BC-4B5E-BE95-09856D02EE40,0131949D-2AA1-48B4-8003-E8A3846A7460,593BC619-514C-4D59-9E1F-9FDBC33B2F98,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1905,0179EC0D-2395-4E0E-9F3D-D40B24A1D003,1905,BENZENESULFONIC ACID, 4-C10-14-ALKYL DERIVATIVES, CALCIUM SALTS,NULL
807F5AF2-B3E0-4A3A-9072-FE3C913880E6,NULL,807F5AF2-B3E0-4A3A-9072-FE3C913880E6,NULL,30.0000,30.00,2.7523,2.75,3,6-dichloropyridine-2-carboxylic acid,D9B66608-FD58-4A29-B2BF-5FD97B805C96,FC3EB8FF-AA00-4E3D-95DE-A85480B58063,0179EC0D-2395-4E0E-9F3D-D40B24A1D003,807F5AF2-B3E0-4A3A-9072-FE3C913880E6,NULL,0
B4DB461D-8969-433A-9E90-B6AB52F25E57,NULL,B4DB461D-8969-433A-9E90-B6AB52F25E57,NULL,108.0000,108.00,9.9083,9.91,(RS)-1-methylheptyl 4-amino-3,5-dichloro-6-fluoro-2-pyridyloxyacetate; 1-methylheptyl 2-[(4-amino-3,5-dichloro-6-fluoro-2-pyridinyl)oxy]acetate,0F3F6358-B538-4EBF-A8BD-30F86DAE625A,BE5B3348-34B8-41E7-B1A3-53FFD92891D3,0179EC0D-2395-4E0E-9F3D-D40B24A1D003,B4DB461D-8969-433A-9E90-B6AB52F25E57,NULL,0
C9829CB9-99F8-4190-928D-3A49B48BA1C4,NULL,C9829CB9-99F8-4190-928D-3A49B48BA1C4,NULL,565.0000,565.00,51.8349,51.83,(2,4-dichlorophenoxy)acetic acid 2-ethylhexyl ester; 2-ethylhexyl 2,4-dichlorophenoxyacetate; 2,4-D EHE,A1EA6B78-BB8B-4890-BCA6-FD1412582DC3,B349A6C9-0C84-4D5F-86F0-3E8F410A47D0,0179EC0D-2395-4E0E-9F3D-D40B24A1D003,C9829CB9-99F8-4190-928D-3A49B48BA1C4,NULL,0
C0EB3B4F-E5E1-4EA7-8BA6-D0512400E275,NULL,C0EB3B4F-E5E1-4EA7-8BA6-D0512400E275,NULL,20.0000,20.00,1.8832,1.88,3,6-dichloro-o-anisic acid,D2051522-C3B0-4D0E-86FC-55142C566F13,738BFE0C-9D22-4FEB-B40B-56C57C372424,01D5F1BA-6E12-4177-A06E-8371C94B95D3,C0EB3B4F-E5E1-4EA7-8BA6-D0512400E275,NULL,NULL
77378CF6-C9BB-4D7E-BD09-DBEF6C10532D,NULL,77378CF6-C9BB-4D7E-BD09-DBEF6C10532D,NULL,42.0000,42.00,3.9548,3.95,(R)-2-(4-chloro-o-tolyloxy)-propionic acid; (R)(+)-2-(4-chloro-2-methylphenoxy)-propanoic acid,F2456441-5C19-4332-A06D-B02A97689D00,E86FD4D8-44ED-447E-9B6A-7C099F919020,01D5F1BA-6E12-4177-A06E-8371C94B95D3,77378CF6-C9BB-4D7E-BD09-DBEF6C10532D,NULL,NULL
5353C399-92EA-4CB9-B5E3-CCA638FD9D87,NULL,5353C399-92EA-4CB9-B5E3-CCA638FD9D87,NULL,70.0000,70.00,6.5913,6.59,(2,4-dichlorphenoxy)acetic acid,5FBD0929-54CD-4EA0-AD3F-26B2F72EB476,CED72E0E-FFC7-4720-A929-5F9B0394A6E2,01D5F1BA-6E12-4177-A06E-8371C94B95D3,5353C399-92EA-4CB9-B5E3-CCA638FD9D87,NULL,NULL
