NK_Codetable,NK_Indication,NK_Measure
B6121EAC-9C11-4572-8141-73D28B6B0C30,000D83DF-A077-4B27-9728-794FC717E5CB,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,0016B646-7EDE-41C7-96EF-E62CAD3C1901,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,002259DF-077D-4CA5-BEF2-BC14B89625F4,BF45D8F6-A560-441D-8BB4-E266EB9790AD
B6121EAC-9C11-4572-8141-73D28B6B0C30,0023CFBC-72E2-4833-9A38-DFA324A725E2,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,00252E42-2DBC-41F8-B17F-F4E30F608F04,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,00344E59-50D8-477F-BEFE-804C0D953EE5,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,003F2BF6-B803-4EA2-8477-08A845A48912,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,006CB18E-1483-44A9-ACF5-1FC42E617A3A,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,006E1554-0E21-4431-A629-D8D26E50D8B8,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,0075681D-B346-4623-AADF-8C0E85A94F20,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,00813B99-E859-414A-9DED-A57B89330B3E,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,0093DA62-AF4D-4A63-9FB5-C3173EF1B6C4,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,009418D2-6615-4D4B-9C3B-BAE7CB2A620B,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,00971244-CC40-434A-9B90-DD9598E5203F,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
F7298406-1A53-4718-A5FB-D4CB327453A3,0098E584-AA59-4E46-A1E4-E696A4A953DC,E2C91BF5-57B7-42D8-A0EE-EA7F6C2DCE5B
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,0099DDFF-1FF8-4567-A338-E6D2EF3861D8,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,00A53918-5D3A-4A6C-A8FF-33149ED13365,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,00AD46CA-6544-480F-AEC0-5FE6BECEB0DC,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,00B2573B-C165-46ED-8D5E-2A583AE20630,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,00B44459-A45D-4FF1-A8B0-6D4F7AE6A4FC,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,00BAE1ED-8266-40F2-8ADF-AC4387BD7CA5,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,00C30BE2-99DC-4B6A-A347-416060461FA1,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,00C35A88-A839-4B0B-B03A-47F966211338,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,00C55C10-9440-4EC6-A367-F16A3D818023,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,00CC145D-5F4D-4100-AD3A-9259F459D933,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,00D9A182-4082-4CA0-990D-2B6586D1B1AA,BF45D8F6-A560-441D-8BB4-E266EB9790AD
B6121EAC-9C11-4572-8141-73D28B6B0C30,00D9FD9F-E08B-427F-AB17-EB470D1B7BF7,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,00DBA6C5-50A5-4D6A-AD20-2D972D2AE426,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,00F0003B-2A6B-48F3-924F-457BBF1E96E0,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,00FA50F9-89B8-4222-A9BB-B99B285152BB,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,00FDEA67-2BF8-4E3A-92FD-89AAFD72A53B,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,0101C4F5-EDF7-44CD-8A51-9F4BF7B17C9F,BF45D8F6-A560-441D-8BB4-E266EB9790AD
B6121EAC-9C11-4572-8141-73D28B6B0C30,010427CD-6A5D-4D0A-A443-8F652243CCC1,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,0105124A-FCE5-4A3B-95B5-7FC11E3C355F,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,01055D2C-5248-444A-9F3D-10EA75DE68D6,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,010A490B-6160-4A78-893A-D910CD369EB5,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,010A919B-57C0-4E27-9DAA-8D3E33705DB9,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
F30674E2-3641-47EC-8CB2-378C752500C1,011DDF76-3CBA-47C9-B42A-E4CEE4667D86,A6FB1C71-164E-4AD8-ADE5-E3E0F02F96E1
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,011E4269-AD0A-475C-936C-D150964A1A4B,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
45A6E7BE-BA26-4BD0-AC3C-A8B726E7FA51,011E9C47-94D9-4168-B5B5-5EAE82632C17,D5D99884-90E1-4358-A404-844A64EA9965
B6121EAC-9C11-4572-8141-73D28B6B0C30,013834CF-3604-43F2-B1C9-ACB8F18FD19A,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,0151B4CE-C71B-4D3F-A488-52D9991435A0,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,01651093-952D-4EE3-810D-EFEDD1E81195,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,016BC8B0-0F76-4D66-BC42-E88A759CE5C2,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,017354A7-12B0-4C61-88D1-03FABC2E3967,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,0195B668-D503-4823-8413-C224C3462A07,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,019693DF-EF0B-4588-8EDC-B3F42A6E6308,BF45D8F6-A560-441D-8BB4-E266EB9790AD
B6121EAC-9C11-4572-8141-73D28B6B0C30,019D3E4B-E231-4153-AD5A-2A4B1F285003,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,01A839C6-061B-42F9-8F1E-BF36EBB25734,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,01B0319D-0844-4AE8-89ED-4976FDD12B09,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,01C95382-51B2-4D57-9981-66381C452159,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,01CAA053-8940-4A03-BBB2-441C945DA9DF,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,01DCA63A-0C9D-44D8-AB4E-4CD46558A332,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,01ECD034-F8E2-49A3-9843-D0ABE3D65265,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,01F1C992-33AD-4530-8019-3F889E47049F,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,01FB4705-CDD6-4398-81D7-526EAC24D0AF,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,01FFF2A0-8DF0-4918-A4E0-D0644A29DEF1,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,0200C94D-37D3-4D79-8606-7492A0211F2E,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,0207E86D-B846-471E-B67A-B59E27D4685A,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
37D088FC-2B9D-400A-BCEE-886A40321516,0212E57C-48FA-4544-9328-D404A66056E1,861A4326-0249-43E1-9DF3-1009CF3E3081
B6121EAC-9C11-4572-8141-73D28B6B0C30,021775A4-E6AF-4629-AA2D-36039C6B262D,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,021E2CBF-45EC-4DEE-9CD4-321DE2BBD961,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,021FD92E-8DBC-4229-9282-7B9B83A27395,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,022A98BE-BAAE-4723-BF67-6C1E767195CF,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,0230EAB1-8676-45FB-AD52-F3B23581E946,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
322A791D-05E7-483A-86BB-08777D2F4E00,0232FF9C-680A-49D1-A86F-FFE37E0B8DE9,43AE8963-47DC-4BB0-972A-A12A55F48091
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,02347AE5-0342-4610-BDFE-B7E10C1B4533,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,023E775C-6789-4E3F-B02A-E5E5FD66BDCC,BF45D8F6-A560-441D-8BB4-E266EB9790AD
B6121EAC-9C11-4572-8141-73D28B6B0C30,0247C6DA-533B-469B-B4C9-E75F6761293D,BF45D8F6-A560-441D-8BB4-E266EB9790AD
322A791D-05E7-483A-86BB-08777D2F4E00,024E0D0C-D26F-4C3B-A231-6ECD670C1C2E,43AE8963-47DC-4BB0-972A-A12A55F48091
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,0252CA51-E90D-4994-B12A-1967DD31CF5A,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,0259C417-EBC9-4815-8EC2-D5B08FBC1911,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,0267FDC3-9E95-4B3E-86A8-CB273173810B,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,0269A639-F17E-4FFC-BCC5-E77A1039930B,BF45D8F6-A560-441D-8BB4-E266EB9790AD
B6121EAC-9C11-4572-8141-73D28B6B0C30,0270470D-8C00-4017-A7A3-332EE8C8189C,BF45D8F6-A560-441D-8BB4-E266EB9790AD
45A6E7BE-BA26-4BD0-AC3C-A8B726E7FA51,02826D4E-71ED-4A04-A212-89D40DCF1838,D5D99884-90E1-4358-A404-844A64EA9965
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,028F2E82-F2E4-4516-B253-B26BD93C0A32,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,029457E2-5B1A-4498-919F-44DE26D88E13,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,029B2111-D9C1-4515-B6C5-2CBA0C2E69D0,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,02A1356A-08F4-436B-9A27-E6E0D489B6D2,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,02AB9139-115E-4C2E-838B-99CFB9EBD100,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,02ABD954-48DB-442A-90BF-8B55717E461E,BF45D8F6-A560-441D-8BB4-E266EB9790AD
A1263AE0-F690-4900-B250-CF0979A4F19B,02B06302-83C3-4FFA-90C3-3EFA9933A6CE,FBF26A29-D95E-4E5F-AA3A-78AA9A079BD1
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,02C653DC-1E2E-4147-859A-B4231EF6E548,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,02CA1210-DCE2-4F9F-AC6E-DE54DC3AEB5D,BF45D8F6-A560-441D-8BB4-E266EB9790AD
EE216082-9121-4C8B-A103-D7C718A805AB,02CA3D0C-2EB5-47D5-B183-E3895190CE3B,F2F922DE-5B94-4FCA-A261-E22A7DD16FCD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,02CC491C-CF13-401B-BFA5-FD6ACFF752AE,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
2A10CAED-FBB4-42C1-8BF7-DCAA7E2A5325,02D37ACD-A03B-4BC4-A6B6-AA1752962CA5,3F10A6B6-3165-41B6-978C-5D6267323D85
B6121EAC-9C11-4572-8141-73D28B6B0C30,02DB5BD9-70B0-481A-AFFB-94FD36039B5B,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,02E1AA7E-08F1-497C-B681-F9C641FD90E8,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,02EACCE0-F2F7-405B-8D19-9706A50D70CC,BF45D8F6-A560-441D-8BB4-E266EB9790AD
B6121EAC-9C11-4572-8141-73D28B6B0C30,02F15194-EFB6-443F-9FAD-0293AF446F3B,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,02F720B5-7985-4364-B7BE-E87C9E9C92F2,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,030ACFF9-BCEB-4CBD-9B42-A3FD1D5B7A2F,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,030B9F3E-CD3F-4DF1-84A4-E140D664D798,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,030BAB7C-9892-42B5-BC9E-D3D99A74BCFE,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,030FFFE2-FD3A-4F69-BAE9-557FBC92DA39,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,0310A656-B1B4-473F-8CCC-BE24B9466406,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,0315B28B-2E45-42EB-87B3-E8CADE6EA99A,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,0319E1B7-9202-4E5B-8896-FF863D68031C,BF45D8F6-A560-441D-8BB4-E266EB9790AD
37D088FC-2B9D-400A-BCEE-886A40321516,031F8A0C-9958-4B89-946E-28D27A338598,861A4326-0249-43E1-9DF3-1009CF3E3081
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,032336E7-DFB2-4517-A392-17C7F1B9FDD1,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,03242679-7CDA-42B4-8FA6-11D9E8AC3006,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,0358C071-A277-4703-B8B2-7B8134BCA5AF,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,0360D03F-54B8-46AB-B700-6BF73DAB9394,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
45A6E7BE-BA26-4BD0-AC3C-A8B726E7FA51,036E886F-5674-46E1-8C2C-D17A9F5037B9,D5D99884-90E1-4358-A404-844A64EA9965
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,0375C564-0214-4C00-8DFA-9B04F2663FA5,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,037B21D4-675E-413C-B6A8-B091A1CEE120,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
45A6E7BE-BA26-4BD0-AC3C-A8B726E7FA51,0380DF1D-7E1F-4CE8-83C8-30D92EA81E68,D5D99884-90E1-4358-A404-844A64EA9965
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,0381D628-AD37-45BF-A806-5B83059146D9,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,03827E6A-8ED8-49F0-8B52-5834BE57173C,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,038291DF-BA99-4FB2-85CE-6CE8522D3D0B,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,0392CC36-7FA9-4114-B8C7-FAF79EF839BA,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,03AA6459-F9C6-4E2D-91C4-A89F0E538682,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,03B363E7-2CFF-469E-8617-75271EFCD417,BF45D8F6-A560-441D-8BB4-E266EB9790AD
B6121EAC-9C11-4572-8141-73D28B6B0C30,03B6BD0E-684E-47FF-BD08-7C4D81F72BA1,BF45D8F6-A560-441D-8BB4-E266EB9790AD
B6121EAC-9C11-4572-8141-73D28B6B0C30,03C447B7-B979-417C-956E-16F58B2D42CA,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,03CC1D15-518B-4BF1-B741-9AE3205F5E67,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,03CF3CBC-1E30-4F2E-9337-AF1F4B3C1A1E,BF45D8F6-A560-441D-8BB4-E266EB9790AD
B6121EAC-9C11-4572-8141-73D28B6B0C30,03D44532-D589-49A5-9EB9-69B2BE5D9987,BF45D8F6-A560-441D-8BB4-E266EB9790AD
3968FAD4-3958-41CF-A1B2-0D22F294C2FC,03DE96CC-1ACA-4707-8FAE-3D9675BCB851,E92DB8E0-4938-48A0-B394-A12B0E9A23D7
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,03E14F7C-4D29-45E5-90EE-D349D559DEF4,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,03E2FC74-DAB1-499E-A945-D0EA95C715FA,BF45D8F6-A560-441D-8BB4-E266EB9790AD
B6121EAC-9C11-4572-8141-73D28B6B0C30,03F9FBD3-4851-40A8-89AA-95A7DAE6407C,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,0401EF40-393B-4783-8673-6AE7A5C441C2,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,04083BBA-1F37-4552-8B3A-BD428F5D485B,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,04155933-3727-4339-95AA-13857BB7A177,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,041E77CC-6880-4A26-A5A3-87E73992C382,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,043A1FFD-8988-424A-A121-C7A944AB0C54,BF45D8F6-A560-441D-8BB4-E266EB9790AD
EE216082-9121-4C8B-A103-D7C718A805AB,043AF0AC-2271-40AF-90CB-E44912BF9B89,F2F922DE-5B94-4FCA-A261-E22A7DD16FCD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,043B8CD7-B517-4571-9519-A28A46774471,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
EE216082-9121-4C8B-A103-D7C718A805AB,043FE01E-7426-435C-A9C8-C3C800CFD077,F2F922DE-5B94-4FCA-A261-E22A7DD16FCD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,0442D8A5-B763-4796-BAB9-C29BAB7E8B4E,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,044378D2-5D34-43EB-917C-536AC8DF249F,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,0446C267-7E42-4349-8432-36CF20106C53,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,044F3D97-4CE8-47B1-B660-F40A430CA004,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
108F2BF1-D967-4908-9787-CB1057E30F73,0457E114-8FF9-4559-9D7E-F4770C6072F0,347B078C-0B82-40A2-8AA9-72ACB2E449CA
B6121EAC-9C11-4572-8141-73D28B6B0C30,0463834A-3E23-43B5-A1D8-76788D3B741B,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,047B86F6-CAA3-478A-8F7F-FC38E63C9EBB,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,048CE9D7-6339-44CF-89A7-41382A6A7F69,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,048F80FF-6C5F-498E-A6DA-0141A9115F4D,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,0495161F-526A-4ED1-B473-8ADF4464C331,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,049B158A-46F9-41B8-9529-5EB46BAB7293,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,04A1DAB5-6311-4DD0-ABD9-411B407CAC0D,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,04AB2C15-1E0A-4B10-B819-C47F421205BB,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,04ABAB3A-15A3-4392-8CC6-047D81BE7362,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,04BBBDB3-1092-4E1D-A5A7-73A06F3CC2CF,BF45D8F6-A560-441D-8BB4-E266EB9790AD
37D088FC-2B9D-400A-BCEE-886A40321516,04BFDB57-B187-4230-BCBC-81582F0BFF05,861A4326-0249-43E1-9DF3-1009CF3E3081
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,04C16FD1-C9F9-4167-9431-E6D528BFD3FD,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,04C8524C-354C-457E-9C70-5117BD2602D9,BF45D8F6-A560-441D-8BB4-E266EB9790AD
B6121EAC-9C11-4572-8141-73D28B6B0C30,04CA9442-A089-4D8F-9A49-A7AE1F8A5183,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,04CCD611-EFF6-4A12-9B0C-FF7172323097,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
37D088FC-2B9D-400A-BCEE-886A40321516,04CE33F7-84FB-4F28-8E60-DFAD53FF10B1,861A4326-0249-43E1-9DF3-1009CF3E3081
B6121EAC-9C11-4572-8141-73D28B6B0C30,04D284C4-382F-4DD6-9E8F-140B50354F26,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,04D7064F-13E8-418A-902F-B7B5E163FC1F,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,04EA6276-03B0-4541-9DD7-1CFC1640FB77,BF45D8F6-A560-441D-8BB4-E266EB9790AD
B6121EAC-9C11-4572-8141-73D28B6B0C30,04F117EA-3459-4328-9DC2-10865D013AE5,BF45D8F6-A560-441D-8BB4-E266EB9790AD
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,04F9523A-2DCE-4716-83AB-2B9E48AC46DA,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,050431E4-26AF-4848-90BC-7726A605426B,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,050740E0-895D-4740-83B6-C3BC859F69B6,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
D55C1BE5-5C9B-4794-BC70-6829B473EFC5,050DEEFC-E3D9-4499-9C4B-E03DD91EB26A,2AC540C1-2A39-40BB-8DF0-2BC4C6DF7D12
B6121EAC-9C11-4572-8141-73D28B6B0C30,05133881-D526-4217-95E4-F3CF7BFD8061,BF45D8F6-A560-441D-8BB4-E266EB9790AD
