CODE,NK_Codetable_CultureForm,NK_CultureForm,NK_Indication
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,126AEF27-E5FC-467A-84EC-1F036F7F7EB7
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,12978F8B-C42B-40F6-A7B3-B7BCD585F634
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,12BD78D0-DC40-47AA-996B-071F3762028D
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,13486E70-46F7-43F2-B643-E21F09DAA768
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,134EB23E-F5FE-4A45-B1BA-77D2E18F187D
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,134F98C5-5F97-4275-AC23-58E78E969DFF
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,1465D1C8-49DC-40ED-AB8E-393DC02C1917
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,147A9BCC-84C0-45D5-B6CC-95E825497506
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,14BACF13-5016-42CC-B4FD-8201E67BF637
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,152817A9-9A6A-4A01-8434-C99D0965A5B0
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,156F2906-00F3-4F2C-BFAB-A464A8A8CE5C
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,158220DF-9A7E-4523-9B07-87237E9E2676
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,158F3A0F-9474-4851-ACAC-E0D1336CA1C8
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,16364D0F-BE31-4968-B2D9-FABAB6EF2617
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,168A17E8-DD22-469D-947B-8F5EC8717616
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,168CB175-04E8-45C8-98A9-4C4423211864
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,1691CDFA-29EE-4484-BD9B-0717E11C3373
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,16B33799-D34E-489B-8F4E-F5155AA4A9B8
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,171417CF-71E6-4A4F-969B-6B5BDEEC56F6
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,1753E132-8A70-4BE2-AC6C-FCB9450EA25F
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,17718243-FE6E-4C80-B538-4AA3E329CE3C
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,179FFEEA-4687-460A-AB22-B8296D254C50
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,17CE1DDF-8E35-4174-9A61-F676C3DAF4DC
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,17F12D73-592C-40D0-83E1-A31D0489BA53
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,184080DA-1448-4F8D-A675-02F21E7A70C4
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,1872A5B0-19C4-4780-95CB-FE900AEE49FC
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,18A3673C-533B-4077-A2B0-A8CBED84C3C7
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,18AA3986-796E-4636-A8F0-89C3BB149C91
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,18AB9128-6713-423D-B663-EBD9BA80EB10
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,18CC1B89-3367-4340-B955-D89F0A7C8812
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,19ADB29B-FA67-44DA-896A-5E689B327FE1
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,1A104ACF-E6DC-439F-8886-D03214CD2394
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,1A116B7D-B8F7-4BDA-B446-5F7A93E6D270
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,1A384919-C60F-4D74-8EBB-42C73E6C3205
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,1A6D2256-0C12-4532-AC7F-426A495306D2
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,1A994842-B5EA-412A-BFA2-9AE2E6B7D098
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,1AC256D3-D118-4A15-A42A-339F859684CF
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,1AD1A2CC-64C8-4575-A7CE-99205B15128C
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,1AF09C1C-C358-41AB-A04A-FF98C6F64A79
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,1B041365-132E-41F5-BF8E-C9D832888ADD
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,1B3B4596-5AAE-4FC8-9BCB-43576FB6BE3D
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,1B4B1C7D-0C5E-4545-8FE2-D53C059E4FC4
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,1B86ECA5-6C49-4077-A56D-0D8FD8ECDDB6
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,1BCAB205-F85D-4F0E-B7DB-91DD589D4F6A
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,1BEE1DF1-8384-4899-A9DD-0A2E8033A76C
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,1C453333-3DF0-4BA5-9BBE-5E7AF4DB9E64
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,1C914495-C2A4-4B71-8979-D48501CFC5F1
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,1D9A2219-774B-4D97-8400-3B181A13F53D
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,1D9CF711-8E3D-4872-9F31-C8D66630A88B
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,1DA700AD-D480-42DB-A821-697D4C96F85B
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,1DC25D81-CC5B-4B38-BFF9-F2B043A238B9
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,1E35C26F-835A-48FA-B79E-9B648B56231A
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,1E59FFFA-45E9-4CA1-9D4F-486226220E72
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,1E742FD3-8BD8-4A9A-9ED9-C37B514CD194
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,1E846D7F-6AFF-4590-A504-36BB835C589D
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,1E8A02F1-A4AD-4130-B348-6A9E882F7ABD
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,1E9858FA-64DA-437A-8BE0-C1E40FDD5E0B
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,1EA85627-FB5E-4433-A1E0-ECFA73BD2D28
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,1EE092EF-6819-4E98-9238-F73ABD35300A
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,1F49BACB-F7AB-43DB-A3B9-1C2D4813C32C
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,1F605084-7539-49B5-8228-4368233F84F3
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,1FF2999A-BC31-45BB-9280-2424D0050E16
6414,547CA525-6177-4A73-AC2D-4B7018AD81DA,EB66C404-1775-418A-82D1-C7C576F1EE84,20091FB9-8B7D-4CA0-BC06-B3CF92C9702D
6407,D48A6DA5-F6F5-40CA-8E8F-1C6A91C4AE33,D9B958AD-F18B-44A3-BFC4-03E109AB8A94,200DA13F-E49E-4BA0-B437-F3B73488C12D
