NK_Codetable,NK_Indication,NK_Obligation,ObligationID
000AB471-B6B6-4CE7-BBBB-7588C9677BB3,B6E7312E-DB53-40EA-A4F2-93FC94F20BB3,B40F3932-61B6-4D99-B18E-47DC9C897CE2,13708
000AB471-B6B6-4CE7-BBBB-7588C9677BB3,B940E69B-7457-4580-A438-A18F28FD9D8F,B40F3932-61B6-4D99-B18E-47DC9C897CE2,13708
000AB471-B6B6-4CE7-BBBB-7588C9677BB3,BAE8AA99-9CE9-43AD-AD3D-E317C7C9D937,B40F3932-61B6-4D99-B18E-47DC9C897CE2,13708
000AB471-B6B6-4CE7-BBBB-7588C9677BB3,C21A671A-A86D-4748-9138-2F5BA28C0732,B40F3932-61B6-4D99-B18E-47DC9C897CE2,13708
000AB471-B6B6-4CE7-BBBB-7588C9677BB3,C2BEC701-BD5A-45BE-9609-47BC10EB71F7,B40F3932-61B6-4D99-B18E-47DC9C897CE2,13708
000AB471-B6B6-4CE7-BBBB-7588C9677BB3,C751EC9C-5DDD-421F-92BC-5B8FC3F836D5,B40F3932-61B6-4D99-B18E-47DC9C897CE2,13708
000AB471-B6B6-4CE7-BBBB-7588C9677BB3,CC3834FF-8421-4947-B5DA-C3848227B126,B40F3932-61B6-4D99-B18E-47DC9C897CE2,13708
000AB471-B6B6-4CE7-BBBB-7588C9677BB3,CC4EC0B8-963A-499E-ACAD-B90F9478EF11,B40F3932-61B6-4D99-B18E-47DC9C897CE2,13708
000AB471-B6B6-4CE7-BBBB-7588C9677BB3,D17B6230-E3E0-4AA7-A556-05A43816EDE2,B40F3932-61B6-4D99-B18E-47DC9C897CE2,13708
000AB471-B6B6-4CE7-BBBB-7588C9677BB3,D59872C2-CECA-49DA-99E3-B2FA15430526,B40F3932-61B6-4D99-B18E-47DC9C897CE2,13708
000AB471-B6B6-4CE7-BBBB-7588C9677BB3,D757D360-97CE-4532-A853-BC0CBD8CFFD6,B40F3932-61B6-4D99-B18E-47DC9C897CE2,13708
000AB471-B6B6-4CE7-BBBB-7588C9677BB3,DB6B5292-7141-4D14-88EF-2691E92FA35E,B40F3932-61B6-4D99-B18E-47DC9C897CE2,13708
000AB471-B6B6-4CE7-BBBB-7588C9677BB3,DC5F3A3B-52DE-44CB-9421-BDFF4C0F6859,B40F3932-61B6-4D99-B18E-47DC9C897CE2,13708
000AB471-B6B6-4CE7-BBBB-7588C9677BB3,DDCC8314-485E-4384-B6C0-901C8D5F41D4,B40F3932-61B6-4D99-B18E-47DC9C897CE2,13708
000AB471-B6B6-4CE7-BBBB-7588C9677BB3,E0BA1FC7-95F9-42A8-B076-00151B9748F8,B40F3932-61B6-4D99-B18E-47DC9C897CE2,13708
000AB471-B6B6-4CE7-BBBB-7588C9677BB3,E31C4966-AE3F-484C-ADE4-A6373B790CAC,B40F3932-61B6-4D99-B18E-47DC9C897CE2,13708
000AB471-B6B6-4CE7-BBBB-7588C9677BB3,E78A6944-480E-424E-9394-F5DADE9858AE,B40F3932-61B6-4D99-B18E-47DC9C897CE2,13708
000AB471-B6B6-4CE7-BBBB-7588C9677BB3,EB9BFA33-802B-4FDE-B8AA-5627ECE5303C,B40F3932-61B6-4D99-B18E-47DC9C897CE2,13708
000AB471-B6B6-4CE7-BBBB-7588C9677BB3,F229E992-31B2-4064-9EE3-21EAD38EA78D,B40F3932-61B6-4D99-B18E-47DC9C897CE2,13708
000AB471-B6B6-4CE7-BBBB-7588C9677BB3,F44336EA-F1B9-4E3B-A2C2-918742D0C4D9,B40F3932-61B6-4D99-B18E-47DC9C897CE2,13708
000AB471-B6B6-4CE7-BBBB-7588C9677BB3,F8E2E327-9DA9-41D4-9BF2-53F6143953FF,B40F3932-61B6-4D99-B18E-47DC9C897CE2,13708
00137EC0-92E2-4376-B3CD-630BF7840A09,4210F32B-A3E1-4AF7-A12B-72545C5312E0,0516B1DF-AB0B-411E-9B2E-26FAD86731D4,14080
00137EC0-92E2-4376-B3CD-630BF7840A09,E38E86EC-5203-4AB3-80A9-BB6D513C22E2,0516B1DF-AB0B-411E-9B2E-26FAD86731D4,14080
00137EC0-92E2-4376-B3CD-630BF7840A09,EBB8CAE8-85D4-472A-82C7-F75F0190D5FA,0516B1DF-AB0B-411E-9B2E-26FAD86731D4,14080
00836A1F-6ADE-4B38-8727-3D794BD59828,3E2D5C86-A671-4619-BA7C-366127A0F6D6,15E1C012-ECAD-46B8-A7E3-6AF2FA74E100,13792
00C27B5A-7923-4A59-9FFB-9D2957ADFC8D,67C415FD-2D39-4AC8-B506-60F3B6C78A4C,84F96179-68EE-4269-BC1F-10DB13A72B0B,14486
00E5D1C0-CC78-43FF-9629-83B2CE784AC0,54E8C249-0894-4324-9264-E7DBECDE3768,A40C019D-F680-4B0E-A571-FA1A5367BBE8,9934
011A3E57-E9C3-4A43-B45B-D1472BA09AAD,4EE447AA-06BC-4CA5-94D9-7EAE93B1199E,09D44BCF-23FB-4FAD-9D64-93C0A85E88DD,8360
011A3E57-E9C3-4A43-B45B-D1472BA09AAD,B81E9E81-FC5A-44CA-A793-6C78B0AD1C66,09D44BCF-23FB-4FAD-9D64-93C0A85E88DD,8360
013F5F23-7A84-4D34-9DDB-9CDCC4A890F7,2D50E536-9461-470D-92B3-E2B7AF4EFEA2,023C4868-DD38-4A5B-97AE-6D0724CA4011,8710
013F5F23-7A84-4D34-9DDB-9CDCC4A890F7,3629828B-B088-4DC0-92F9-88D68EA620F0,023C4868-DD38-4A5B-97AE-6D0724CA4011,8710
0153133E-9EF0-40BC-B58F-3F2334A57E63,00BA34A4-7216-4049-8D09-1E39E04957E0,799D4AFE-6FF3-4EBE-AF42-BF28228386C9,14006
0153133E-9EF0-40BC-B58F-3F2334A57E63,09991543-FCC1-4CD3-8C65-A2854792DA39,799D4AFE-6FF3-4EBE-AF42-BF28228386C9,14006
0153133E-9EF0-40BC-B58F-3F2334A57E63,37165B7F-A44B-470D-99A4-85C0A3490C55,799D4AFE-6FF3-4EBE-AF42-BF28228386C9,14006
0153133E-9EF0-40BC-B58F-3F2334A57E63,409EFCDF-975C-4ECC-91C4-52FB13624D1B,799D4AFE-6FF3-4EBE-AF42-BF28228386C9,14006
0153133E-9EF0-40BC-B58F-3F2334A57E63,4DD57A4D-768F-4409-A397-6C4E60A3AB19,799D4AFE-6FF3-4EBE-AF42-BF28228386C9,14006
0153133E-9EF0-40BC-B58F-3F2334A57E63,58051B1C-774B-488E-8316-272C4F31FB99,799D4AFE-6FF3-4EBE-AF42-BF28228386C9,14006
0153133E-9EF0-40BC-B58F-3F2334A57E63,663A3C03-205B-4C7C-AB6D-219BE526B532,799D4AFE-6FF3-4EBE-AF42-BF28228386C9,14006
0153133E-9EF0-40BC-B58F-3F2334A57E63,6B8D2DF0-AE88-44E4-8159-40EF8DD61E70,799D4AFE-6FF3-4EBE-AF42-BF28228386C9,14006
0153133E-9EF0-40BC-B58F-3F2334A57E63,7345064C-7398-4C1B-9DAB-43912E670BAB,799D4AFE-6FF3-4EBE-AF42-BF28228386C9,14006
0153133E-9EF0-40BC-B58F-3F2334A57E63,7567E0A4-E14A-4060-946E-475022430EED,799D4AFE-6FF3-4EBE-AF42-BF28228386C9,14006
0153133E-9EF0-40BC-B58F-3F2334A57E63,85394F49-A486-40B5-94FE-B3EC11ED6B5B,799D4AFE-6FF3-4EBE-AF42-BF28228386C9,14006
0153133E-9EF0-40BC-B58F-3F2334A57E63,961DC99A-7337-42DD-8F8A-721877D842C7,799D4AFE-6FF3-4EBE-AF42-BF28228386C9,14006
0153133E-9EF0-40BC-B58F-3F2334A57E63,A58B1305-E924-4149-A30B-034F1BA504CC,799D4AFE-6FF3-4EBE-AF42-BF28228386C9,14006
0153133E-9EF0-40BC-B58F-3F2334A57E63,CF3F4063-8353-426C-A945-D88DBC105382,799D4AFE-6FF3-4EBE-AF42-BF28228386C9,14006
0153133E-9EF0-40BC-B58F-3F2334A57E63,E0B4347A-9FCC-4F8A-B3F8-A3AB2623FC04,799D4AFE-6FF3-4EBE-AF42-BF28228386C9,14006
019E4BB1-6D1E-4553-8AC0-18B965064C04,0232FF9C-680A-49D1-A86F-FFE37E0B8DE9,F861FF52-8B36-4500-BC39-FB6AB3E5D352,15180
019E4BB1-6D1E-4553-8AC0-18B965064C04,024E0D0C-D26F-4C3B-A231-6ECD670C1C2E,F861FF52-8B36-4500-BC39-FB6AB3E5D352,15180
019E4BB1-6D1E-4553-8AC0-18B965064C04,0A325718-31FB-4DB5-AE89-379C2C703B88,F861FF52-8B36-4500-BC39-FB6AB3E5D352,15180
019E4BB1-6D1E-4553-8AC0-18B965064C04,26736946-3C31-40DD-8040-A8529E9B85A1,F861FF52-8B36-4500-BC39-FB6AB3E5D352,15180
019E4BB1-6D1E-4553-8AC0-18B965064C04,26B53684-35F2-40B9-AD52-1D79B7FB1A73,F861FF52-8B36-4500-BC39-FB6AB3E5D352,15180
019E4BB1-6D1E-4553-8AC0-18B965064C04,33776B45-CEC3-4224-84A3-718FA4AB9489,F861FF52-8B36-4500-BC39-FB6AB3E5D352,15180
019E4BB1-6D1E-4553-8AC0-18B965064C04,4C091ED9-FEB1-4A98-9C64-95E9B8CD020E,F861FF52-8B36-4500-BC39-FB6AB3E5D352,15180
019E4BB1-6D1E-4553-8AC0-18B965064C04,5A776FDF-9038-431C-B825-104291BE2149,F861FF52-8B36-4500-BC39-FB6AB3E5D352,15180
019E4BB1-6D1E-4553-8AC0-18B965064C04,6A933865-DF26-4A2D-B458-BAC2EC2D950A,F861FF52-8B36-4500-BC39-FB6AB3E5D352,15180
019E4BB1-6D1E-4553-8AC0-18B965064C04,BB5D9ACF-9F33-4B06-8D3C-9036023FD6BB,F861FF52-8B36-4500-BC39-FB6AB3E5D352,15180
019E4BB1-6D1E-4553-8AC0-18B965064C04,D61808BB-A977-411C-A4A9-F1795CD52974,F861FF52-8B36-4500-BC39-FB6AB3E5D352,15180
019E4BB1-6D1E-4553-8AC0-18B965064C04,DA0F2CA4-2467-441C-B3D1-06CDF5028115,F861FF52-8B36-4500-BC39-FB6AB3E5D352,15180
019E4BB1-6D1E-4553-8AC0-18B965064C04,E9EE7329-8FE4-4154-9F9F-F74224219C79,F861FF52-8B36-4500-BC39-FB6AB3E5D352,15180
019E4BB1-6D1E-4553-8AC0-18B965064C04,EDAF66E1-4D9C-4F04-8BAD-16C3409DEA8E,F861FF52-8B36-4500-BC39-FB6AB3E5D352,15180
01AB42E0-ABAB-4F58-9DD4-678B059706C8,FC66A07B-1282-4472-A429-1BE6F5465287,7D88B1F0-2638-4A08-B349-7A27404DC731,13367
01BD3E5A-179F-4EF1-A91C-B703FCCD1CD1,1D7CD5E0-1560-43BF-9D25-DDA46C61B470,7379EA18-E96F-4A40-9E63-91487F5FB5DE,9364
01BD3E5A-179F-4EF1-A91C-B703FCCD1CD1,5AF2C0F6-B5DD-4FD2-93BC-4F7B53D7CC62,7379EA18-E96F-4A40-9E63-91487F5FB5DE,9364
01C9F1DF-761A-483A-B801-60CC2E5986F6,23F697E6-E55F-4381-A298-AE6F3A7F81B6,2F52BDF4-7EAE-4EB5-8116-7E2841DE6B88,13434
01DFF473-587F-4676-B728-C7322A0F6239,57F1863F-0509-4200-A2D7-C032F1D5D9A3,9156A351-B618-4601-94A5-3755B45F8C7D,12802
01E14749-B9DA-43D2-B2DE-B9025748A25E,812250FE-0823-4798-AC6F-C6AD5CAFF239,43A24893-57BC-4A0B-B9FE-A488442A7BB3,15943
01EC1789-053B-4A99-A7BE-4837137C7CF3,9F976FB2-141C-4EAA-A6B6-1BC693F44220,2A548490-039C-4431-B0F6-981AB7478BE6,13581
01EC1789-053B-4A99-A7BE-4837137C7CF3,A1AC0C30-4D3E-43A7-A5B0-D052F5EE4C35,2A548490-039C-4431-B0F6-981AB7478BE6,13581
01F96372-E4E9-4D9C-8973-581E516F065B,0D0F0E42-6BC4-43C4-BBB0-2A4085FA7B37,0C13E7C4-629F-44D0-922D-50EF2AF03226,11724
01F96372-E4E9-4D9C-8973-581E516F065B,C353106A-D172-4759-BF41-68BD02CC94C1,0C13E7C4-629F-44D0-922D-50EF2AF03226,11724
01F9ACD8-DA77-4E83-8600-C33CB299E3B8,2122D7CD-1053-47B7-B862-4FD6A56AD9E6,2FE8E924-D44B-4ED0-A415-5C9C4672BB49,9871
01F9ACD8-DA77-4E83-8600-C33CB299E3B8,436CC0F1-E453-4BB1-8DA5-1188094230D8,2FE8E924-D44B-4ED0-A415-5C9C4672BB49,9871
01F9ACD8-DA77-4E83-8600-C33CB299E3B8,45BE7F99-F793-4298-B10A-9A5F38619BE0,2FE8E924-D44B-4ED0-A415-5C9C4672BB49,9871
01F9ACD8-DA77-4E83-8600-C33CB299E3B8,619B9E37-9EE4-42F1-8774-50801BA2B414,2FE8E924-D44B-4ED0-A415-5C9C4672BB49,9871
01F9ACD8-DA77-4E83-8600-C33CB299E3B8,720D1362-1E53-4EB4-9A22-4D84E134F276,2FE8E924-D44B-4ED0-A415-5C9C4672BB49,9871
01F9ACD8-DA77-4E83-8600-C33CB299E3B8,78BD3FAA-4D72-4FD7-900F-9CBBFD92FFC8,2FE8E924-D44B-4ED0-A415-5C9C4672BB49,9871
01F9ACD8-DA77-4E83-8600-C33CB299E3B8,7EFF4FC2-DEFA-435E-9646-EB63E0356F87,2FE8E924-D44B-4ED0-A415-5C9C4672BB49,9871
01F9ACD8-DA77-4E83-8600-C33CB299E3B8,855CE30A-0E60-4143-8355-719E4342B32C,2FE8E924-D44B-4ED0-A415-5C9C4672BB49,9871
01F9ACD8-DA77-4E83-8600-C33CB299E3B8,A23F4D1E-2C8D-44CB-8A32-17E20D4657F8,2FE8E924-D44B-4ED0-A415-5C9C4672BB49,9871
01F9ACD8-DA77-4E83-8600-C33CB299E3B8,AF6BD1E8-4187-4128-B6F6-64795A00207E,2FE8E924-D44B-4ED0-A415-5C9C4672BB49,9871
01F9ACD8-DA77-4E83-8600-C33CB299E3B8,CE9290B9-E7A6-48FD-A541-A998D9E7F279,2FE8E924-D44B-4ED0-A415-5C9C4672BB49,9871
01F9ACD8-DA77-4E83-8600-C33CB299E3B8,DB944C96-B048-4F52-BFB2-3E3238257B92,2FE8E924-D44B-4ED0-A415-5C9C4672BB49,9871
01F9ACD8-DA77-4E83-8600-C33CB299E3B8,DBD8B591-EF58-4F59-B380-714B243B128C,2FE8E924-D44B-4ED0-A415-5C9C4672BB49,9871
0200FADC-5EE6-4160-8B33-CD41250A3410,0821D17F-F310-41C0-83EA-D0106F1F3AE1,229C3001-0F35-44B8-A32A-7CE3BEC1626D,12389
0200FADC-5EE6-4160-8B33-CD41250A3410,36E6E5B2-EDF8-4300-8C2F-668473403E60,229C3001-0F35-44B8-A32A-7CE3BEC1626D,12389
0200FADC-5EE6-4160-8B33-CD41250A3410,AC6CBD72-E2AB-4BFB-A406-08893D2A7A23,229C3001-0F35-44B8-A32A-7CE3BEC1626D,12389
0216EC5C-4E52-4756-A812-48857CFFCFF4,2B16509D-F565-47B1-8138-E601412FA103,EC5527A9-48D1-4B25-92AE-F9D8A6ADE724,14252
0216EC5C-4E52-4756-A812-48857CFFCFF4,33F8919C-A53A-4D05-AD43-3CC2858F3EED,EC5527A9-48D1-4B25-92AE-F9D8A6ADE724,14252
0216EC5C-4E52-4756-A812-48857CFFCFF4,69DBD148-1C69-45ED-8D90-CADAF6407852,EC5527A9-48D1-4B25-92AE-F9D8A6ADE724,14252
0216EC5C-4E52-4756-A812-48857CFFCFF4,76BE3AE2-C016-497E-990B-94B135946C89,EC5527A9-48D1-4B25-92AE-F9D8A6ADE724,14252
0216EC5C-4E52-4756-A812-48857CFFCFF4,86CFF174-273E-4BA4-A93F-F4166A20A778,EC5527A9-48D1-4B25-92AE-F9D8A6ADE724,14252
0216EC5C-4E52-4756-A812-48857CFFCFF4,93AC1267-2004-4088-8AA9-D7D0CFD91D5A,EC5527A9-48D1-4B25-92AE-F9D8A6ADE724,14252
0216EC5C-4E52-4756-A812-48857CFFCFF4,B2352AA5-A592-4CA5-98B4-74A8619F963D,EC5527A9-48D1-4B25-92AE-F9D8A6ADE724,14252
0235A1D0-1EB9-4681-BC67-253144504B13,92524542-C210-4B8A-9D55-99C6A4A59237,B2619319-265E-4AAA-A5BC-8CD3C03B932E,11417
023B4FAD-2887-4118-B113-B4EDB4B95EB9,0E5013A3-C2ED-4E1E-9CB5-8CFD24BB8777,98CF36CD-A096-47BF-9124-1198D256285E,9353
023B4FAD-2887-4118-B113-B4EDB4B95EB9,12EA1494-144C-4147-ADA3-BC99C1D579FA,98CF36CD-A096-47BF-9124-1198D256285E,9353
023B4FAD-2887-4118-B113-B4EDB4B95EB9,1D81FD8A-95A9-4A5B-B085-CBCC41F65200,98CF36CD-A096-47BF-9124-1198D256285E,9353
023B4FAD-2887-4118-B113-B4EDB4B95EB9,2E6BFD20-096D-4E01-BB1E-9DAECE8D8D75,98CF36CD-A096-47BF-9124-1198D256285E,9353
023B4FAD-2887-4118-B113-B4EDB4B95EB9,3E68DC07-056E-417F-975C-7B8F1E427699,98CF36CD-A096-47BF-9124-1198D256285E,9353
023B4FAD-2887-4118-B113-B4EDB4B95EB9,5AB1EB34-99DA-46D0-8A23-DE4720560BB0,98CF36CD-A096-47BF-9124-1198D256285E,9353
