NK_Codetable_Culture                 NK_Codetable_Culture_AdditionalText  NK_Codetable_Parent_Culture          NK_Culture                           NK_Indication
6EDA1989-51C8-490E-90FD-974CE3E8FF03 NULL                                 C6EBB3D7-3050-4C36-BBC2-CBD20D6B9E56 CF5B1037-831D-46D6-9A15-AC60719FDFDF 7CD9A278-F933-4FA4-AE93-14E1266CE07F
6EDA1989-51C8-490E-90FD-974CE3E8FF03 NULL                                 C6EBB3D7-3050-4C36-BBC2-CBD20D6B9E56 CF5B1037-831D-46D6-9A15-AC60719FDFDF 8F66FC29-B189-4E6C-AD96-F1053FA5CB6F
6EDA1989-51C8-490E-90FD-974CE3E8FF03 NULL                                 C6EBB3D7-3050-4C36-BBC2-CBD20D6B9E56 CF5B1037-831D-46D6-9A15-AC60719FDFDF C6D66EC9-DA25-407A-93CC-C5F5A422BADC
6EDA1989-51C8-490E-90FD-974CE3E8FF03 NULL                                 C6EBB3D7-3050-4C36-BBC2-CBD20D6B9E56 CF5B1037-831D-46D6-9A15-AC60719FDFDF CD978E46-43BE-4BF7-9B1B-2F5B2B20D58B
6EDA1989-51C8-490E-90FD-974CE3E8FF03 NULL                                 C6EBB3D7-3050-4C36-BBC2-CBD20D6B9E56 CF5B1037-831D-46D6-9A15-AC60719FDFDF DF95E0A2-B388-4DBF-A5EA-729EDFF8AD6C
6EDA1989-51C8-490E-90FD-974CE3E8FF03 NULL                                 C6EBB3D7-3050-4C36-BBC2-CBD20D6B9E56 CF5B1037-831D-46D6-9A15-AC60719FDFDF E2E8F884-5EA0-4AE2-B558-D63F3C0C54B1
6EDA1989-51C8-490E-90FD-974CE3E8FF03 NULL                                 C6EBB3D7-3050-4C36-BBC2-CBD20D6B9E56 CF5B1037-831D-46D6-9A15-AC60719FDFDF E30EF50C-428F-4D6E-BC24-132AD5509C04
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C 02CC491C-CF13-401B-BFA5-FD6ACFF752AE
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C 16876B03-38E7-4934-9D55-1C35E72E81DD
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C 22413D93-6A78-4CFA-A38A-4B3ACF9347B1
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C 307F8609-F5EF-4BFB-BE64-0E1EAD1BDB36
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C 3455959B-7BBE-4BC0-9E29-E09EF0E9681C
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C 35B1B2A9-8800-45A8-AC15-997E1CAE1F2D
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C 3D4535C2-8FF8-4356-BCF6-E4E1D0C05FA5
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C 4359F6E6-19EC-4584-9865-EF43143CDFFA
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C 4853DEF0-16EC-4CB4-8D6D-40A8C0558BF2
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C 54F8BC6F-AD86-45F7-9D64-9322A5937ADC
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C 55920698-0A2C-4CF7-8DCC-1E2732D1C388
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C 577D4CEF-1F14-4D5C-9EED-751AF39E4382
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C 579E30DE-DC8C-4301-81BC-0AA3CB7D701D
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C 6829B0AB-4420-4F04-AC20-FAC45B431CC1
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C 6C1501C0-DA7E-44F1-A6BB-395DF61FB962
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C 71B01BA3-9A50-40DA-BB6D-5173C55E0AEC
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C C52E5A0A-68EA-4ADB-9CE0-5D4D319A84C4
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C CA42CA35-CA19-4974-B1F9-508FB459C4BB
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C CE5EA654-EB3A-497F-A566-BD82C96D1E69
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C D3A7A9FB-FA3A-4B40-90D7-8144CCEF9298
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C D9B19A4E-7799-422E-B819-6A63DEB66EA4
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C EC4CBF5C-54F8-4CA3-8E9B-EE1E7BAC9973
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C F3219C1C-BCE9-47E8-B5D3-353E0985AF47
6F26F4E0-401C-4B16-A28B-4CC889907361 NULL                                 4380EC0F-E195-4783-8BB7-F6B0464B37D6 8070E840-C173-4898-B63D-091CBAC47D3C F88E9D2B-FACB-4C33-92E6-275D5DA9BED9
710CC0C8-B138-4B31-9975-4DA04AF67792 NULL                                 NULL                                 00A68A09-7C07-4CEC-9E51-2325163DCB88 6A160F8C-E580-4477-BCC8-33E7ACA610ED
710CC0C8-B138-4B31-9975-4DA04AF67792 NULL                                 NULL                                 00A68A09-7C07-4CEC-9E51-2325163DCB88 896E678F-420F-4F5D-99F1-FE91F32B1A05
71D9FB13-5AE4-42C3-9F84-956B16C379C1 NULL                                 NULL                                 060456EB-D9E1-4AB9-8EA2-5B84CE5CA461 661D849E-1E89-482F-8797-788ABEA72455
730AACDC-B956-493D-8148-7520019CE0BC NULL                                 D541F2F5-8BA6-4E26-AA66-9CF469648AFF 4B288BF4-10F3-444C-8C79-B7DC68340115 3E5AD159-9BAA-4623-95A8-5958BCE625EC
730AACDC-B956-493D-8148-7520019CE0BC NULL                                 D541F2F5-8BA6-4E26-AA66-9CF469648AFF 4B288BF4-10F3-444C-8C79-B7DC68340115 6A160F8C-E580-4477-BCC8-33E7ACA610ED
730AACDC-B956-493D-8148-7520019CE0BC NULL                                 D541F2F5-8BA6-4E26-AA66-9CF469648AFF 4B288BF4-10F3-444C-8C79-B7DC68340115 896E678F-420F-4F5D-99F1-FE91F32B1A05
730AACDC-B956-493D-8148-7520019CE0BC NULL                                 D541F2F5-8BA6-4E26-AA66-9CF469648AFF 4B288BF4-10F3-444C-8C79-B7DC68340115 92F14051-1C23-495A-8AA5-FA1317FF99AF
74C47437-5700-45F5-86E2-D410DACD39B6 NULL                                 46901564-D096-4323-AE81-C93831AFEC64 75BEC20B-9F14-4C0A-9BB8-5D00B63F4C53 0AC90E29-B438-4826-BBE7-4115F28101A5
74C47437-5700-45F5-86E2-D410DACD39B6 NULL                                 46901564-D096-4323-AE81-C93831AFEC64 75BEC20B-9F14-4C0A-9BB8-5D00B63F4C53 183B3DFF-907E-4BA5-8C1F-2DFE9E5C84CB
74C47437-5700-45F5-86E2-D410DACD39B6 NULL                                 46901564-D096-4323-AE81-C93831AFEC64 75BEC20B-9F14-4C0A-9BB8-5D00B63F4C53 1AA5E8A1-0870-4FEC-AFF8-46897A26D113
75317E57-B194-4B3D-8FF2-3489A39AC177 NULL                                 890D8A5E-BF86-4B2D-9B98-45B779D80F7F 6D8B2E36-6F1D-4EB6-A80B-B9C5A3F35DEE AB7C77AE-AC51-44FF-BC8E-629D31E59465
75317E57-B194-4B3D-8FF2-3489A39AC177 NULL                                 890D8A5E-BF86-4B2D-9B98-45B779D80F7F 6D8B2E36-6F1D-4EB6-A80B-B9C5A3F35DEE AC69F547-3D19-411F-8D12-F1B65E72CACD
75317E57-B194-4B3D-8FF2-3489A39AC177 NULL                                 890D8A5E-BF86-4B2D-9B98-45B779D80F7F 6D8B2E36-6F1D-4EB6-A80B-B9C5A3F35DEE ACDAC6B4-2AEA-4B6D-A3D9-4BF3227D1652
75317E57-B194-4B3D-8FF2-3489A39AC177 NULL                                 890D8A5E-BF86-4B2D-9B98-45B779D80F7F 6D8B2E36-6F1D-4EB6-A80B-B9C5A3F35DEE AE84674A-1D1B-4694-B43A-8784EA9170DC
75317E57-B194-4B3D-8FF2-3489A39AC177 NULL                                 890D8A5E-BF86-4B2D-9B98-45B779D80F7F 6D8B2E36-6F1D-4EB6-A80B-B9C5A3F35DEE B04A8EF5-58BA-47CB-A98E-E21DC76267A8
75317E57-B194-4B3D-8FF2-3489A39AC177 NULL                                 890D8A5E-BF86-4B2D-9B98-45B779D80F7F 6D8B2E36-6F1D-4EB6-A80B-B9C5A3F35DEE B084E065-FD72-4DC4-8D2F-F4A6539BD06A
75317E57-B194-4B3D-8FF2-3489A39AC177 NULL                                 890D8A5E-BF86-4B2D-9B98-45B779D80F7F 6D8B2E36-6F1D-4EB6-A80B-B9C5A3F35DEE B148E42A-83E1-4A3C-8D19-4D8755A6477C
75317E57-B194-4B3D-8FF2-3489A39AC177 NULL                                 890D8A5E-BF86-4B2D-9B98-45B779D80F7F 6D8B2E36-6F1D-4EB6-A80B-B9C5A3F35DEE B24902AF-D7C0-4435-88AD-10A0D25E5610
8FF3D364-2BA6-40AA-A370-4B72E3CAC8DF NULL                                 E55D75D3-B805-4BFD-B2B0-D02368BD32AC 498874BF-338B-4CD9-A97E-6D66CECDD4D4 EB9BFA33-802B-4FDE-B8AA-5627ECE5303C
8FF3D364-2BA6-40AA-A370-4B72E3CAC8DF NULL                                 E55D75D3-B805-4BFD-B2B0-D02368BD32AC 498874BF-338B-4CD9-A97E-6D66CECDD4D4 EEA01354-C071-4A6F-A18E-3199E0A6BB16
8FF3D364-2BA6-40AA-A370-4B72E3CAC8DF NULL                                 E55D75D3-B805-4BFD-B2B0-D02368BD32AC 498874BF-338B-4CD9-A97E-6D66CECDD4D4 F1120F9B-52BB-4840-B763-1130A98F774B
8FF3D364-2BA6-40AA-A370-4B72E3CAC8DF NULL                                 E55D75D3-B805-4BFD-B2B0-D02368BD32AC 498874BF-338B-4CD9-A97E-6D66CECDD4D4 F4658473-1280-4B59-8B51-561BD1CF6817
8FF3D364-2BA6-40AA-A370-4B72E3CAC8DF NULL                                 E55D75D3-B805-4BFD-B2B0-D02368BD32AC 498874BF-338B-4CD9-A97E-6D66CECDD4D4 F5F17233-063C-48BE-8348-EDE94E73BB1B
8FF3D364-2BA6-40AA-A370-4B72E3CAC8DF NULL                                 E55D75D3-B805-4BFD-B2B0-D02368BD32AC 498874BF-338B-4CD9-A97E-6D66CECDD4D4 F8E2E327-9DA9-41D4-9BF2-53F6143953FF
8FF3D364-2BA6-40AA-A370-4B72E3CAC8DF NULL                                 E55D75D3-B805-4BFD-B2B0-D02368BD32AC 498874BF-338B-4CD9-A97E-6D66CECDD4D4 FDC61161-87A5-4A24-B947-F559DFE22FD0
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 0315B28B-2E45-42EB-87B3-E8CADE6EA99A
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 08F34477-B83B-4044-9CBB-4DFB6F63CBB1
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 09C8FDC4-DA54-4683-98BC-65CD963AA451
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 0F719287-6814-42DC-8F96-C48153F9AB24
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 13486E70-46F7-43F2-B643-E21F09DAA768
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 139D7EF3-2564-4C0D-82B0-77F5AD95DD8A
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 17705B0C-B622-438D-876E-D60BFBA507B1
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 1E9858FA-64DA-437A-8BE0-C1E40FDD5E0B
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 24178218-86B4-4FB9-8402-52B34817B097
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 2B243125-C81E-4693-BFB7-C5BD8EB08E57
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 3666CFD6-E231-4C67-A08C-9B7A2D48AEDF
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 368F7AA7-69AF-4D30-8C36-E396A424C8D6
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 377D340C-8FE0-4FA5-B05B-B717E856368D
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 3809239B-A4DC-4491-88F8-4419F93AAA66
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 39D1C976-A8B0-404E-A095-D0D50F5AE495
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 3FB586E6-424B-44A3-B1D3-D455BBD438E7
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 438F68B0-9813-4B13-98C1-7CBF46306C89
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 51DC177E-05DB-4A53-BDAB-C39F6EEF2B23
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 5336E28D-C56A-4832-9845-986406BE786E
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 5C6A6F93-D3E4-4221-8610-0A3B0F27E25E
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 5E9295C5-FD8D-4939-8BB6-1E0DC863CB5A
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 6083EC74-A799-4534-809B-B59ED27037AB
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 67A5EC21-7E23-493F-B99E-84D54AB88DBA
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 68C706F2-2CE6-443B-995B-0A047E7869FC
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 7308DEC3-282C-4641-AB49-3C4E4071CAB4
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 76597EDD-6C68-49BF-BF48-B23B38BA26C6
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 77F50137-CD5A-448F-8CF4-46D1C4BA246D
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 89F497C2-BADA-49CE-A56F-FFD9F6F0694B
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 96868508-EA41-4A75-B8F3-BC95B5A5A510
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 96AB7E48-9767-4A54-8C5F-082584FDB31B
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 989D5342-7B04-4082-9E9D-349160221DE3
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 9A22ACA8-1550-4D43-90BA-52DFCB46419D
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 9AB55DD6-2F14-4FCE-9B0B-4FCB4E67B13E
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 9B619C01-42F9-4BB5-8AC3-C8E3B45A7FC9
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 9D4C7E5D-E8D0-4E02-81A5-FC6720A0D93D
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 C30C1C90-B027-4F76-8783-0E5138A3FCC3
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 C47E142A-CD01-4251-823C-DBF6EC54BF94
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 C974AB0E-0A80-4C9A-A7ED-8294CC6A7005
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 D024F647-88E4-4596-A37C-004001D8E171
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 D10699AB-207B-4576-82B5-F4F7A28B2EB2
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 D1C0E19F-1FCF-4A4E-9160-1A14412ADD2F
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 D575B327-0F32-4F89-82DF-BFB561CF82C0
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 E38C7276-E85C-46C9-AECB-DA9B1A0C31FA
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 E4C8F1AC-DB42-44D8-9701-85BE56399D8C
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 FC626C0C-9A92-40A1-A34C-25D6A0F49F69
91406007-35B9-49E2-A62F-04BDE262366F NULL                                 BE3C6915-B28E-4CC8-980E-7F243F14F519 922413CF-E9D2-4098-8A9E-5BCB29268A90 FE49F522-8D84-41D1-A19C-FC97C183B376
91522E50-F1AC-42B1-870B-68218110C235 NULL                                 D541F2F5-8BA6-4E26-AA66-9CF469648AFF 31DA5F4A-627A-47C5-A32B-1ACABA6DF0D4 0B912F2C-73F3-4845-BC81-0EEDB665FA75
91522E50-F1AC-42B1-870B-68218110C235 NULL                                 D541F2F5-8BA6-4E26-AA66-9CF469648AFF 31DA5F4A-627A-47C5-A32B-1ACABA6DF0D4 1A81DE89-F010-4A86-9769-421DA912E16E
91522E50-F1AC-42B1-870B-68218110C235 NULL                                 D541F2F5-8BA6-4E26-AA66-9CF469648AFF 31DA5F4A-627A-47C5-A32B-1ACABA6DF0D4 2DBEEF5D-3099-4841-9262-AE82F7FF1591
91522E50-F1AC-42B1-870B-68218110C235 NULL                                 D541F2F5-8BA6-4E26-AA66-9CF469648AFF 31DA5F4A-627A-47C5-A32B-1ACABA6DF0D4 2FB9328E-29E6-4D0B-90D7-C75A3F3B4502
91522E50-F1AC-42B1-870B-68218110C235 NULL                                 D541F2F5-8BA6-4E26-AA66-9CF469648AFF 31DA5F4A-627A-47C5-A32B-1ACABA6DF0D4 557FFFF8-0157-40E6-93BB-E0DB113B85E9
91522E50-F1AC-42B1-870B-68218110C235 NULL                                 D541F2F5-8BA6-4E26-AA66-9CF469648AFF 31DA5F4A-627A-47C5-A32B-1ACABA6DF0D4 63CDCA9A-ED14-4BEA-A1D1-6CE4388DC08A
91522E50-F1AC-42B1-870B-68218110C235 NULL                                 D541F2F5-8BA6-4E26-AA66-9CF469648AFF 31DA5F4A-627A-47C5-A32B-1ACABA6DF0D4 66314939-6F11-4903-93E6-1C524BBC24B0
91522E50-F1AC-42B1-870B-68218110C235 NULL                                 D541F2F5-8BA6-4E26-AA66-9CF469648AFF 31DA5F4A-627A-47C5-A32B-1ACABA6DF0D4 84057D08-F989-46EA-B207-7BE97227E058
91522E50-F1AC-42B1-870B-68218110C235 NULL                                 D541F2F5-8BA6-4E26-AA66-9CF469648AFF 31DA5F4A-627A-47C5-A32B-1ACABA6DF0D4 896E678F-420F-4F5D-99F1-FE91F32B1A05
91522E50-F1AC-42B1-870B-68218110C235 NULL                                 D541F2F5-8BA6-4E26-AA66-9CF469648AFF 31DA5F4A-627A-47C5-A32B-1ACABA6DF0D4 90DCD230-36C7-4FD5-913B-346BA5661105
91522E50-F1AC-42B1-870B-68218110C235 NULL                                 D541F2F5-8BA6-4E26-AA66-9CF469648AFF 31DA5F4A-627A-47C5-A32B-1ACABA6DF0D4 91D957D5-7A55-48E1-988C-251365B83F62
91522E50-F1AC-42B1-870B-68218110C235 NULL                                 D541F2F5-8BA6-4E26-AA66-9CF469648AFF 31DA5F4A-627A-47C5-A32B-1ACABA6DF0D4 AF74AC0C-8C4B-4C1E-99BF-7195E8440D01
915B2192-1651-4B8A-B2D8-C162A5D27211 NULL                                 AB0798FE-64B8-49A2-8E75-14467EB7AB58 E17AF137-919C-4BCF-90B8-52562CE29385 56872D17-BADD-4B38-A1A0-E1BDF00F21CC
915B2192-1651-4B8A-B2D8-C162A5D27211 NULL                                 AB0798FE-64B8-49A2-8E75-14467EB7AB58 E17AF137-919C-4BCF-90B8-52562CE29385 8CB06CFB-EAAB-42AF-9E0F-A8BD1FCC8B65
915B2192-1651-4B8A-B2D8-C162A5D27211 NULL                                 AB0798FE-64B8-49A2-8E75-14467EB7AB58 E17AF137-919C-4BCF-90B8-52562CE29385 A4A570D8-42B2-484D-83FB-77973CBAB0D3
92CAB39E-ACC3-44DC-9EF3-0D27B8600E83 NULL                                 B4D50F5E-6028-493D-9B95-85CAE5DADF06 97D3285E-C418-4734-A7D5-58ADF97208C4 0C331A73-FD46-48A0-A90B-FB913250EB4C
92CAB39E-ACC3-44DC-9EF3-0D27B8600E83 NULL                                 B4D50F5E-6028-493D-9B95-85CAE5DADF06 97D3285E-C418-4734-A7D5-58ADF97208C4 21E60746-886F-4CBF-A7CB-D2E69E517854
92CAB39E-ACC3-44DC-9EF3-0D27B8600E83 NULL                                 B4D50F5E-6028-493D-9B95-85CAE5DADF06 97D3285E-C418-4734-A7D5-58ADF97208C4 24A4A1F0-0D96-4748-A229-C6741216AB07
92CAB39E-ACC3-44DC-9EF3-0D27B8600E83 NULL                                 B4D50F5E-6028-493D-9B95-85CAE5DADF06 97D3285E-C418-4734-A7D5-58ADF97208C4 2EE0F8F9-02B1-4F06-8C24-CA7C8E57B40D
92CAB39E-ACC3-44DC-9EF3-0D27B8600E83 NULL                                 B4D50F5E-6028-493D-9B95-85CAE5DADF06 97D3285E-C418-4734-A7D5-58ADF97208C4 3148A623-0607-421F-88C4-3E52E0098247
